ibge_municipio,ibge_municipio_7,municipio_nome_ibge,uf_sigla,populacao_residente,telemedicine_precision_index,phase5_precision_rank,phase2_rank_balanced,phase2_need_pillar,phase2_feasibility_pillar,phase5_spatial_precision_mismatch_score,phase5_weighted_p90_ubs_km,phase5_population_share_pharmacy_le_2km,phase5_population_share_hard_ubs_easy_pharmacy,phase5_precision_status,phase5_evidence_grade
354330,3543303,Ribeirão Pires,SP,115559.0,72.41031370661881,91.0,110.0,90.51760249699905,57.08041238148907,62.25997901421656,0.3824765535297098,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
353440,3534401,Osasco,SP,728615.0,72.4048153442642,92.0,109.0,93.17126388767956,39.54332465003733,73.97314061587778,1.0153689152564065,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
352310,3523107,Itaquaquecetuba,SP,369275.0,72.30236690804381,93.0,112.0,97.62845920830242,34.420026841464875,75.10340913071974,1.50437171608902,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
330390,3303906,Petrópolis,RJ,278881.0,72.00310315383332,94.0,102.0,82.5053476647193,59.52634998218678,67.38291082936453,0.5102333562135708,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
355370,3553708,Taquaritinga,SP,52260.0,71.96356850358164,95.0,77.0,64.62970049986438,87.43800938402936,73.92558717546045,1.0068072123010965,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
351907,3519071,Hortolândia,SP,236641.0,71.94976750066937,96.0,43.0,91.80631695030758,57.09447497433777,60.02565746390569,1.2823486922121474,0.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
432240,4322400,Uruguaiana,RS,117210.0,71.92073762991073,97.0,100.0,82.99546393072184,58.62343022475076,67.23811129642979,0.5059042835453456,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
351340,3513405,Cruzeiro,SP,74961.0,71.88650190377275,98.0,89.0,82.36154877033435,54.008154021287325,71.0649723217569,0.680532033051276,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
353070,3530706,Mogi Guaçu,SP,153658.0,71.88249693390624,99.0,97.0,87.82174696033607,63.44904040969334,59.671019574931194,0.3413388803646147,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
352720,3527207,Lorena,SP,84855.0,71.87199546936587,100.0,106.0,82.23352563385853,57.35017832463283,68.76596456000387,0.5612888625071534,1.0,0.0,municipal_single_origin_proxy_not_intramunicipal,B2_municipal_population_proxy
